degree,major,cgpa,skills,job_role
B.Tech,Computer Science,7.65,"Firewall, Network Security, Python, SIEM",Cybersecurity Analyst
M.Com,Operations,7.3,"Agile, Product Strategy, Stakeholder Management",Product Manager
MBA,Finance,8.4,"Electronics, Python, RTOS, Verilog",Embedded Systems Engineer
MBA,Human Resources,8.86," Pandas,  Tableau, Requirements Gathering, Stakeholder Management, UML",Business Analyst
B.Com,Finance,6.92,"Product Strategy, Roadmapping, Stakeholder Management",Product Manager
B.Com,Finance,9.13," Tableau, Process Modeling, Python, Requirements Gathering, Stakeholder Management, UML",Business Analyst
B.Tech,Mechanical,8.43,"C, C++, Python",Embedded Systems Engineer
M.Des,Game Design,7.84,"3D Modeling, C#, Game Design, Git, Shader Programming",Game Developer
B.Tech,Computer Science,9.24,"Accounting, Excel, M&A, Valuation",Investment Banker
MBA,Marketing,7.9,"Excel, Financial Modeling, SQL",Financial Analyst
B.Tech,Civil,7.6,"Circuit Design, Embedded Systems, Power Systems",Electrical Engineer
B.Tech,Computer Science,7.72,"CI/CD, GCP, Kubernetes, Linux",Cloud Engineer
B.Tech,Finance,8.06,"Lean, Linux, Operations Management, Process Improvement, Supply Chain",Operations Manager
M.Tech,Statistics,8.11," SQL,  UML, Excel, Pandas, Power BI, Python, Statistics, Tableau",Data Analyst
M.Tech,Computer Science,6.68,"AutoCAD, Excel, Lean Manufacturing",Manufacturing Engineer
B.Tech,Information Technology,7.57,"Data Analysis, Experiment Design, LaTeX, Python, Statistics, Teamwork",Research Scientist
B.E.,Civil,7.63,"AutoCAD, Construction, Project Management, STAAD.Pro, Structural Analysis, Surveying",Civil Engineer
B.E.,Networking,7.86,"Firewall, Incident Response, Penetration Testing, Python",Cybersecurity Analyst
M.Des,English,6.88,"3D Modeling, Game Design, Shader Programming, Unity, Unreal Engine",Game Developer
M.Tech,Civil,8.27,"CNC, Materials, Mechanics, SolidWorks, Thermodynamics",Mechanical Engineer
B.Tech,AI & ML,7.38," Algorithms,  Python, Machine Learning, Model Deployment, Python",AI Engineer
MBA,Marketing,5.9,"ERP, Lean, Problem Solving, Process Improvement, Six Sigma, Supply Chain",Operations Manager
B.Sc,AI & ML,6.65,"AWS, Docker, Kubernetes, Teamwork",Cloud Engineer
Diploma,Computer Science,8.41,"Cisco, Network Monitoring, TCP/IP",Network Administrator
BBA,Law,7.48,"Contract Law, Drafting, Legal Research, Negotiation",Legal Advisor
Pharmacy,Pharmacy,6.47,"Clinical Knowledge, Drug Dispensing, Patient Counseling, Pharmacology, Regulatory Compliance",Pharmacist
M.Com,Human Resources,6.58,"Campaign Management, Communication, Market Research, Problem Solving, SEO, Social Media",Marketing Executive
B.E.,Computer Science,6.58,"HTML, JavaScript, MongoDB, Node.js, React",Web Developer
B.Tech,Computer Science,8.01,"Azure, Docker, GCP, Linux, Terraform",Cloud Engineer
B.Tech,Mathematics,6.9,"Data Analysis, Experiment Design, LaTeX, Python, Research Methods, Statistics",Research Scientist
B.Tech,Networking,7.32,"Incident Response, Network Security, Penetration Testing, SIEM",Cybersecurity Analyst
B.Tech,Civil,6.59,"Accounting, Financial Modeling, Python, Statistics",Financial Analyst
B.Tech,Structural,6.68,"AutoCAD, Construction, STAAD.Pro, Structural Analysis",Civil Engineer
B.Tech,Mechanical,7.56,"ANSYS, CAD, Manufacturing",Mechanical Engineer
B.Com,Finance,7.7,"ERP, Lean, Operations Management, Process Improvement, Six Sigma, Supply Chain",Operations Manager
B.Sc,AI & ML,8.32," Process Modeling, Pandas, Power BI, Python, SQL",Data Analyst
B.Tech,Business,6.45,"Accounting, Communication, Finance, M&A, Valuation",Investment Banker
MBA,Mechanical,8.53,"Accounting, CAD, Communication, Excel, Python",Financial Analyst
MBA,Operations,6.94," Power BI, Process Modeling, Requirements Gathering, Stakeholder Management, Statistics, UML",Business Analyst
B.Com,Marketing,7.44,"Campaign Management, Communication, Market Research, SEO, Social Media",Marketing Executive
B.Tech,Data Science,6.53," Process Modeling,  Requirements Gathering, Excel, Pandas, Power BI, Python, SQL, Statistics",Data Analyst
B.Sc,Graphic Design,7.67,"Copywriting, Research, SEO",Content Writer
M.Tech,Mechanical,7.58,"AutoCAD, Construction, Structural Analysis, Surveying",Civil Engineer
BBA,Law,7.02,"Contract Law, Drafting, Negotiation",Legal Advisor
Pharmacy,Pharmacy,5.99,"Clinical Knowledge, Drug Dispensing, Patient Counseling, Pharmacology, Regulatory Compliance",Pharmacist
M.Des,Graphic Design,8.15,"Communication, Figma, Prototyping, Sketch, Usability Testing, User Research, Wireframing",Ux/Ui Designer
BBA,Business Administration,7.72," Python, Pandas, Process Modeling, Requirements Gathering, SQL, Stakeholder Management, UML",Business Analyst
B.Tech,Statistics,6.89," C++,  Git, NLP, Python, TensorFlow",AI Engineer
B.Des,English,6.24,"Adobe Photoshop, Branding, Figma, Illustrator, InDesign, UI Design",Graphic Designer
B.Tech,Civil,7.02,"AutoCAD, CNC, Excel",Manufacturing Engineer
B.Tech,Information Technology,6.36," SQL, Data Visualization, Excel, Pandas, Python, Stakeholder Management, Tableau, Teamwork",Data Analyst
M.Tech,Information Technology,8.3,"Firewall, Incident Response, Network Security, Python, SIEM, SQL",Cybersecurity Analyst
MBA,Business Administration,7.74," Python, Power BI, Process Modeling, Requirements Gathering, SQL, UML",Business Analyst
M.Pharm,Pharmacy,7.85,"Patient Counseling, Pharmacology, Regulatory Compliance",Pharmacist
B.A.,Design,8.3,"Content Strategy, Copywriting, Editing, Linux, Research, SEO, WordPress",Content Writer
B.Des,Design,7.86,"3D Modeling, C#, Game Design, Shader Programming, Unity, Unreal Engine",Game Developer
M.Pharm,Pharmacy,8.3,"Clinical Knowledge, Drug Dispensing, Patient Counseling, Pharmacology, Regulatory Compliance",Pharmacist
M.Tech,Finance,8.82,"CAD, Materials, Mechanics, Thermodynamics",Mechanical Engineer
M.Com,Human Resources,7.29,"Market Research, SEO, SQL, Social Media",Marketing Executive
B.Tech,Operations,6.71,"Communication, Employee Engagement, HR Policies, Labor Laws, Performance Management",Hr Manager
B.Tech,Finance,7.41,"Accounting, CAD, Communication, Excel, Python, Statistics",Financial Analyst
B.Com,Mass Communication,5.41,"Content Marketing, Google Analytics, PPC, SEM, SEO, Social Media",Digital Marketing Specialist
Diploma,Animation,6.61,"Excel, Figma, Prototyping, Sketch, Usability Testing, Wireframing",Ux/Ui Designer
B.Tech,Information Technology,6.26,"Backup & Recovery, NoSQL, Performance Tuning",Database Administrator
B.Sc,Business,7.7,"Accounting, Excel, Finance, Valuation",Investment Banker
BBA,Human Resources,8.63,"Accounting, Bloomberg, Financial Modeling, Power BI, SQL, Valuation",Financial Analyst
B.Sc,Mechanical,9.36,"Communication, Excel, Statistics",Financial Analyst
M.Tech,Statistics,7.74," Requirements Gathering,  SQL, Data Visualization, Power BI, Python, Statistics, Tableau",Data Analyst
B.Tech,Computer Science,6.65," C++,  Linux, NLP, PyTorch, Python",AI Engineer
B.Sc,Statistics,7.54," Algorithms,  Python, Machine Learning, Model Deployment, PyTorch",AI Engineer
B.Tech,Networking,7.71,"Firewall, Incident Response, Linux, Network Security, Penetration Testing, Python, SIEM",Cybersecurity Analyst
B.Tech,Electrical,8.28,"ANSYS, CAD, Excel, MATLAB, Manufacturing, Thermodynamics",Mechanical Engineer
M.Com,Business Administration,6.71,"Agile, Metrics, Product Strategy, Roadmapping, Stakeholder Management, User Stories",Product Manager
M.Tech,Data Science,6.96," Git, C++, Model Deployment, PyTorch, Python",AI Engineer
B.Tech,Civil,8.83," Docker,  MongoDB,  React,  TensorFlow, Data Structures, Git, Linux, Python, SQL",Software Engineer
M.Tech,Networking,7.32,"Cisco, Routing, Switching",Network Administrator
B.Tech,Production,8.82,"Excel, Project Management, STAAD.Pro, Structural Analysis",Civil Engineer
B.Tech,Mathematics,8.29,"Communication, Data Analysis, Experiment Design, LaTeX, Python, Research Methods, Statistics",Research Scientist
MBA,Civil,9.4,"CAD, Finance, Materials, SolidWorks, Thermodynamics",Mechanical Engineer
M.Des,Graphic Design,7.07,"C#, C++, Game Design, Linux, Shader Programming, Unity, Unreal Engine",Game Developer
MBA,Mechanical,6.17,"C++, Communication, Excel, Python, Statistics",Financial Analyst
Pharmacy,Pharmacy,6.63,"Clinical Knowledge, Drug Dispensing, Patient Counseling, Pharmacology, Regulatory Compliance, SQL",Pharmacist
B.Tech,Business Administration,5.52," SQL, Process Modeling, Python, Requirements Gathering, SQL, Stakeholder Management, UML",Business Analyst
B.Tech,Computer Science,6.82,"Data Analysis, Experiment Design, LaTeX, Python, Research Methods, Statistics",Research Scientist
B.Tech,Networking,7.46,"Docker, Firewall, Incident Response, Network Security, Python",Cybersecurity Analyst
B.A.,Game Design,6.69,"Content Strategy, Copywriting, Linux, SEO, WordPress",Content Writer
M.Com,Finance,7.57,"Excel, Financial Modeling, Power BI, SQL",Financial Analyst
B.Tech,Operations,6.04,"Agile, Metrics, User Stories",Product Manager
B.Tech,Operations,7.27,"Docker, Excel, Financial Modeling, Power BI, SQL, Valuation",Financial Analyst
B.E.,Mechanical,5.92,"Project Management, Structural Analysis, Surveying",Civil Engineer
B.Com,Business Administration,7.87,"Accounting, Bloomberg, Excel, Financial Modeling, Power BI, Valuation",Financial Analyst
B.E.,Information Technology,6.34,"AWS, Azure, CI/CD, Docker, Linux, Teamwork, Terraform",Cloud Engineer
M.Sc,Mechanical,9.09,"AutoCAD, CNC, Java, Lean Manufacturing, Matlab, SolidWorks",Manufacturing Engineer
M.Sc,Business,6.19," Machine Learning,  MongoDB,  React, Algorithms, Data Structures, Git, Java, Python, SQL",Software Engineer
M.Com,Human Resources,5.56,"Campaign Management, Communication, Social Media",Marketing Executive
M.Pharm,Pharmacy,8.37,"Clinical Knowledge, Drug Dispensing, Patient Counseling",Pharmacist
M.Com,Marketing,7.85,"Agile, Metrics, Product Strategy, Roadmapping, Stakeholder Management, User Stories",Product Manager
B.Tech,Networking,6.58,"Cisco, Linux, Routing, Switching, TCP/IP",Network Administrator
B.A.,English,7.59,"3D Modeling, C#, C++, Problem Solving, Shader Programming, Unity, Unreal Engine",Game Developer
M.Pharm,Pharmacy,8.66,"Clinical Knowledge, Drug Dispensing, Regulatory Compliance",Pharmacist
M.Sc,Statistics,7.92," Data Structures,  Java, Deep Learning, Machine Learning, NLP, PyTorch, Python, TensorFlow",AI Engineer
B.A.,English,6.91,"Branding, Figma, InDesign, UI Design",Graphic Designer
B.Sc,AI & ML,6.62," Process Modeling,  Requirements Gathering, Data Visualization, Pandas, Python, SQL, Statistics, Tableau",Data Analyst
B.Pharm,Pharmacy,7.59,"Clinical Knowledge, Drug Dispensing, Patient Counseling, Pharmacology",Pharmacist
B.E.,Mechanical,8.63,"ANSYS, CAD, MATLAB, Manufacturing, SolidWorks, Thermodynamics",Mechanical Engineer
M.Sc,Mathematics,7.82," Python,  SQL, Deep Learning, Machine Learning, PyTorch",AI Engineer
MBA,Human Resources,6.78,"Accounting, Bloomberg, Excel, Financial Modeling, Power BI, SQL",Financial Analyst
B.Tech,Production,6.66,"Circuit Design, Embedded Systems, Linux, MATLAB, PCB Design, Power Systems",Electrical Engineer
B.Tech,Mechanical,6.42,"Circuit Design, Embedded Systems, MATLAB",Electrical Engineer
B.Tech,Mathematics,7.3,"Data Analysis, Python, Research Methods, Statistics",Research Scientist
B.Tech,Statistics,8.93," C++, Algorithms, Deep Learning, Model Deployment, NLP, Python",AI Engineer
B.Com,Mass Communication,5.97,"Content Marketing, Google Analytics, PPC, SEM, SEO, Social Media",Digital Marketing Specialist
M.Tech,Finance,6.4,"Excel, Matlab, Python, Statistics",Financial Analyst
B.Sc,Networking,7.73,"Incident Response, Network Security, Penetration Testing, SIEM",Cybersecurity Analyst
B.Tech,Civil,7.15,"Embedded Systems, MATLAB, PCB Design, Power Systems",Electrical Engineer
M.Com,Human Resources,6,"Campaign Management, Communication, SEO, Social Media, Teamwork",Marketing Executive
B.Tech,Marketing,6.78,"Metrics, Product Strategy, Roadmapping",Product Manager
MBA,Operations,7.42,"Lean, Operations Management, Six Sigma, Supply Chain",Operations Manager
M.Sc,Computer Science,8.89,"AutoCAD, CAD, Matlab, Mechanics, SolidWorks, Thermodynamics",Mechanical Engineer
B.Tech,Civil,8.54,"AutoCAD, Construction, Project Management, Surveying",Civil Engineer
Diploma,Game Design,7.91,"Branding, Excel, Figma, Illustrator, InDesign, Typography",Graphic Designer
B.Sc,Business,7.19,"Materials, Matlab, SolidWorks, Thermodynamics",Mechanical Engineer
B.E.,Computer Science,8.19,"Cisco, Linux, Network Monitoring",Network Administrator
B.Tech,Production,7.51,"AutoCAD, Construction, Project Management, STAAD.Pro, Structural Analysis, Surveying",Civil Engineer
B.Sc,Data Science,6.76,"Data Analysis, Experiment Design, Research Methods, Statistics",Research Scientist
M.Des,Design,6.38,"C#, Game Design, Unreal Engine",Game Developer
MBA,Human Resources,7.57,"ERP, Lean, Operations Management, Six Sigma, Supply Chain",Operations Manager
M.Sc,Civil,7.52,"AutoCAD, Matlab, SolidWorks",Manufacturing Engineer
M.Tech,Business,6.84,"Mechanics, SolidWorks, Thermodynamics",Mechanical Engineer
M.Sc,Computer Science,8.56," Model Deployment,  Node.js,  Problem Solving, Algorithms, Data Structures, Git, Linux, MongoDB, Python",Software Engineer
Diploma,Information Technology,7.01,"Linux, Routing, Switching",Network Administrator
B.Tech,Data Science,7.99," Process Modeling,  Stakeholder Management, Excel, Pandas, SQL",Data Analyst
M.Tech,Computer Science,6.85,"Materials, Matlab, SolidWorks",Mechanical Engineer
M.Tech,Computer Science,7.7,"Incident Response, Network Security, Penetration Testing, Python, SIEM",Cybersecurity Analyst
B.Com,Business Administration,7.66,"Campaign Management, Communication, Excel, Social Media",Marketing Executive
M.Tech,Computer Science,6.93,"Docker, Firewall, Network Security, Penetration Testing, Python, SIEM",Cybersecurity Analyst
B.Tech,Computer Science,6.47," SQL,  Stakeholder Management, Data Visualization, Excel, Python, SQL",Data Analyst
MBA,Business Administration,7.54,"Agile, Linux, Metrics, Stakeholder Management",Product Manager
B.Tech,Electrical,6.1,"Circuit Design, Embedded Systems, MATLAB, PCB Design, Power Systems",Electrical Engineer
B.Sc,Electronics,8.14,"Excel, Firewall, Network Security, Python",Cybersecurity Analyst
B.Com,Business Administration,7.23,"Employee Engagement, Excel, Labor Laws, Recruitment",Hr Manager
B.Tech,Computer Science,8.21," Requirements Gathering,  SQL, Power BI, Statistics, Tableau, Teamwork",Data Analyst
B.Pharm,Pharmacy,6.31,"Drug Dispensing, Patient Counseling, Pharmacology",Pharmacist
B.Tech,Electrical,7.8,"Circuit Design, Docker, Embedded Systems, MATLAB, PCB Design, Power Systems",Electrical Engineer
B.Des,Game Design,6.54,"C#, C++, Game Design, Teamwork, Unity, Unreal Engine",Game Developer
MBA,Electronics,6.75,"CNC, Lean Manufacturing, Matlab, SolidWorks",Manufacturing Engineer
Diploma,Electronics,8.63,"Node.js, REST APIs, React, Teamwork",Web Developer
B.E.,Production,7.53,"ANSYS, CAD, MATLAB, Manufacturing, SolidWorks, Thermodynamics",Mechanical Engineer
Pharmacy,Pharmacy,7.32,"Clinical Knowledge, Drug Dispensing, Patient Counseling, Pharmacology",Pharmacist
M.Com,Operations,7.45,"Accounting, Bloomberg, Excel, Financial Modeling, Linux, Power BI, Valuation",Financial Analyst
M.Sc,Business,9.53,"AutoCAD, Matlab, SolidWorks",Manufacturing Engineer
M.Com,Human Resources,6.87," Power BI,  Python, Docker, Process Modeling, Requirements Gathering, SQL, Stakeholder Management, UML",Business Analyst
Diploma,Networking,8.26,"Linux, Routing, Switching, TCP/IP",Network Administrator
B.Tech,Mechanical,7.79,"AutoCAD, STAAD.Pro, Structural Analysis",Civil Engineer
M.Tech,Computer Science,7.81,"CSS, HTML, JavaScript, React",Web Developer
MBA,Electronics,8.33,"C, C++, Microcontrollers, RTOS, Verilog",Embedded Systems Engineer
M.Sc,Computer Science,6.33," Model Deployment,  Node.js,  TensorFlow, Git, HTML, Java, SQL",Software Engineer
M.Sc,Mathematics,7.52," Stakeholder Management,  UML, Data Visualization, Excel, Python, SQL, Tableau",Data Analyst
M.Tech,Civil,9.62,"CAD, Materials, Mechanics, SolidWorks, Thermodynamics",Mechanical Engineer
M.Com,Finance,8.15,"Docker, ERP, Process Improvement, Supply Chain",Operations Manager
M.Sc,Civil,9.21," CSS,  Machine Learning,  MongoDB,  TensorFlow, Algorithms, Java, Linux, Python",Software Engineer
B.Tech,Mathematics,6.73,"Linux, NoSQL, Performance Tuning, PostgreSQL",Database Administrator
MBA,Business Administration,6.95,"Accounting, Bloomberg, Excel, Financial Modeling, SQL, Valuation",Financial Analyst
B.Tech,Structural,8.8,"AutoCAD, Construction, STAAD.Pro, Structural Analysis, Surveying",Civil Engineer
BBA,Operations,7.76,"Accounting, Bloomberg, Financial Modeling, Power BI, SQL, Valuation",Financial Analyst
B.Tech,Finance,6.64," Machine Learning,  MongoDB,  Python,  REST APIs, Algorithms, Java, Linux",Software Engineer
B.Tech,AI & ML,7.38,"AWS, CI/CD, GCP, Kubernetes, Linux, SQL",Cloud Engineer
B.Des,Graphic Design,6.74,"Sketch, User Research, Wireframing",Ux/Ui Designer
LLB,Law,7.59,"Compliance, Contract Law, Drafting, Legal Research, Negotiation",Legal Advisor
M.Com,Finance,7.86,"Campaign Management, Communication, Excel, Market Research, SEO, Social Media",Marketing Executive
B.Tech,Civil,7.57,"CAD, Manufacturing, SolidWorks",Mechanical Engineer
B.Tech,Information Technology,8.04," Requirements Gathering,  SQL, Pandas, Power BI, SQL, Statistics",Data Analyst
